,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,16.788377985363255,0.00016728318402161048,-0.003418799796856423,0.000198369651171145,2.5314611423864184e-05,-0.0009498909887008204,-0.046299999999999994
