,ghg_05,ghg_50,ghg_95,aerosol_05,aerosol_50,aerosol_95,other_05,other_50,other_95,natural_05,natural_50,natural_95,anthro_05,anthro_50,anthro_95,all_05,all_50,all_95
1750,-0.17634344808243085,-0.1306453859074162,-0.09670810183936707,0.021567585955770754,0.07666054959407623,0.22697515752741013,-0.021149070826989608,-0.007530394870728055,0.005593594781468931,-0.021479056806059604,-0.0029516101091301306,0.02995615328951645,-0.10432362282159885,-0.0585793163850411,0.05815309897418851,-0.13167412616901672,-0.05287470630734836,0.08575943728302533
1751,-0.17633473492270468,-0.13064264508029588,-0.09670628544081475,0.021567585955592217,0.07666054959384114,0.22697515752710135,-0.021149406324661807,-0.007530763456413868,0.005593372579046988,0.015676793628501162,0.044046694958826224,0.08382080408199288,-0.10431830384756408,-0.05857215913348636,0.05816369486376982,-0.17329912763143357,0.0018433623874249822,0.20160077019655526
1752,-0.17632141880751234,-0.1306366761783632,-0.0967016212348899,0.021879212395001305,0.07717232546955186,0.231844827664006,-0.021871946596883962,-0.007772012213845755,0.00518536915071105,0.040356640850733344,0.07021091624385596,0.1128351420722815,-0.10373480678677396,-0.058198926493800734,0.06228269607413274,-0.14471199013689773,0.029323594587600976,0.22892891509934707
1753,-0.17630021278100355,-0.13062667419017057,-0.09669338886497111,0.022394228572668304,0.07787373112020014,0.23397828329493917,-0.02209734200664648,-0.00805884496319613,0.005251728475107659,0.051862816368488746,0.08126163856759352,0.12504555548914847,-0.1039072525618729,-0.057453800237436334,0.06579387380082222,-0.14284519826661435,0.038838554591018315,0.27872861540000526
1754,-0.1762611377234007,-0.13060751533388737,-0.0966749655302041,0.022639867782683107,0.07813027352283015,0.23466197720201734,-0.02246460041295434,-0.00835278940037637,0.005066412275917698,0.05497726026974281,0.08348349326136728,0.12800633740366502,-0.1041465840438716,-0.05746359740682979,0.0658463827246197,-0.1548502982451755,0.04876978917557076,0.2690878193011493
1755,-0.17621637049428995,-0.13056038751957308,-0.09662618212167437,0.022234034226352103,0.07766257974696922,0.2297642249196196,-0.02246868346415898,-0.008394095284826944,0.005049986855796093,0.0037846463748912387,0.03356899465657289,0.07997841818572567,-0.10442908803035666,-0.05852036187178422,0.06051452095671811,-0.19895992461310813,1.1157619004303898e-05,0.22580214955066727
1756,-0.17612887842301325,-0.13048730531878797,-0.09656673041425017,0.02204011863616999,0.0772752502731936,0.2295518472590436,-0.021951512547699503,-0.008239917705297695,0.005085454041493576,-0.007920469379151779,0.014163080676009694,0.05474219314260635,-0.10376641582906163,-0.05910988612492224,0.06180007663382225,-0.22342495432092385,-0.0263455890283494,0.18432924426633804
1757,-0.17602223605071965,-0.1304060379981387,-0.09649997699104215,0.022171509064660533,0.07758083861643644,0.23282710823642305,-0.022119885252271876,-0.008320489117406994,0.005232916848326044,0.006900104380300934,0.025134409956538498,0.06534291017565824,-0.10337922522923225,-0.05791824240963403,0.06343184531643886,-0.1936658687823446,-0.007800790845391212,0.18708900167535064
1758,-0.17587492687094503,-0.1302931899655872,-0.09640551383906378,0.021835139849418428,0.07629000065321148,0.22530650386613277,-0.022022134308128258,-0.007874170301049532,0.005247649123273829,0.022660460279868518,0.04216702582734053,0.08295322649635399,-0.10359288921690812,-0.05847038285684674,0.058516011668571705,-0.18725191696419452,0.008413867448841511,0.23328874183427017
1759,-0.17571793815204576,-0.13016812975264488,-0.09630223926834908,0.02159165406294737,0.07608869870975686,0.22528116991988414,-0.021697036823125904,-0.00778094738013721,0.005829469927272221,0.03908496911889464,0.06215149482867122,0.10661196441903503,-0.10338863953784998,-0.05861256048754099,0.05655419305959468,-0.15833457238397594,0.019606316946071456,0.24518885406245705
1760,-0.17554875073322754,-0.1300263818934769,-0.09618499616074926,0.021426270849180182,0.07600272153084844,0.22438735396341108,-0.021816102215454783,-0.007887818580946379,0.005215965009080989,0.05455372799425329,0.0820548274189152,0.1287866395208528,-0.10363650670067684,-0.05888191877878571,0.05707300018582035,-0.15483699620060218,0.042423455643851096,0.261059758399989
1761,-0.17535948902096665,-0.1298610315947165,-0.09604869266922342,0.021173745207100872,0.07514094418499259,0.22009632386145989,-0.02175494136219805,-0.007980465133978695,0.00512387478155471,0.06760494259131897,0.09838558474666857,0.1479278507168665,-0.1038120311457013,-0.05960451091924549,0.05324129726960919,-0.12335403856688862,0.05020727792703189,0.2703679524640712
1762,-0.17516152883729508,-0.12968239373091273,-0.09590118480167403,0.021109371889289116,0.07485002926078459,0.21945698378191564,-0.021672102894598935,-0.008019312114122823,0.0050224827932373595,0.07392793974842994,0.10782599399836955,0.16067093487299416,-0.10420298450439264,-0.05947278471322778,0.05218459699520875,-0.13439887321214558,0.05970066982689447,0.2642976487646256
1763,-0.17495119880648777,-0.1294977930221634,-0.09574704962740574,0.02115477340649241,0.07529407661450885,0.22046974847074263,-0.02205847208312496,-0.00815827287784604,0.004858865719233191,-0.10167384579207406,-0.037852104019734864,0.039571698230163904,-0.10425305518767447,-0.059057367874395805,0.05387418100747897,-0.28468552115252804,-0.07764601016618533,0.12296990535403142
1764,-0.17472719976066792,-0.12930380867611563,-0.09558435145944791,0.021177982618792224,0.0754306432096199,0.22202652608760728,-0.021580561640441982,-0.007955203285844759,0.005090512673780814,-0.15035045019391013,-0.08632377818420889,-0.022343777581760975,-0.10380577709070121,-0.05857225059889601,0.056105423648238215,-0.3177144090713634,-0.1279224481820008,0.09480518089359327
